user_id,age_group,education_level,neurodivergence_type,primary_challenge,prior_elearning_experience,font_type,font_size_pt,color_theme,layout_mode,content_format,text_to_speech_enabled,session_reminder_used,session_duration_min,task_completion_rate,number_of_setting_changes,errors_or_backtracks,sus_score,engagement_score,would_recommend,feedback_theme
WALS-100912,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,None,Standard,13,Default,Standard,Audio,True,False,19.8,0.89,5,1,74.2,7.0,True,Suggestion: Better Font Controls
WALS-100721,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Dyslexia-Friendly,13,Default,Simplified,Visual,False,True,19.7,0.78,1,0,68.2,6.0,False,Neutral: No Strong Opinion
WALS-102805,Higher Ed (18-24),Undergraduate,Dyslexia,Cognitive Overload,Some,Standard,11,Default,Simplified,Visual,False,True,14.6,0.69,3,0,95.7,8.0,True,Neutral: No Strong Opinion
WALS-104619-R,Adult Learner (25+),Postgraduate,Autism,Sensory Sensitivity,Some,Standard,16,Low-Stimulation Pastel,Simplified,Text,False,False,16.5,0.7,5,2,65.3,5.0,True,Suggestion: More Audio Content
WALS-100886,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,Extensive,Standard,17,Dark Mode,Simplified,Visual,False,True,7.7,0.4,3,2,54.2,4.0,False,Suggestion: More Audio Content
WALS-110175,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Extensive,Standard,14,Low-Stimulation Pastel,Standard,Audio,False,False,8.9,0.66,3,1,80.4,4.0,True,Suggestion: More Audio Content
WALS-107453,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,13,Dark Mode,Simplified,Multimodal,False,False,11.2,0.67,2,0,87.7,8.0,True,Neutral: No Strong Opinion
WALS-108816,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Extensive,Standard,20,High-Contrast,Distraction-Free,Multimodal,False,False,20.3,0.9,3,2,88.5,7.0,True,Suggestion: More Audio Content
WALS-108101,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Standard,12,Default,Simplified,Audio,False,True,18.2,0.75,4,0,77.8,7.0,True,Neutral: No Strong Opinion
WALS-101520,Adult Learner (25+),Postgraduate,None (Control),Attention & Distraction,None,Dyslexia-Friendly,11,Dark Mode,Distraction-Free,Multimodal,True,True,15.0,0.96,1,1,71.5,9.0,True,Positive: Ease of Use
WALS-109218,School (13-17),Undergraduate,Autism,Sensory Sensitivity,Some,Standard,15,Low-Stimulation Pastel,Standard,Multimodal,False,False,9.3,0.69,4,3,49.3,5.0,False,Neutral: No Strong Opinion
WALS-102746,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Extensive,Standard,17,Default,Distraction-Free,Visual,True,True,18.7,0.64,1,0,64.6,8.0,True,Positive: Helpful Personalization
WALS-109736,Adult Learner (25+),Secondary,Autism,Sensory Sensitivity,Some,Standard,13,High-Contrast,Simplified,Text,False,True,19.1,0.55,4,2,53.2,6.0,True,Neutral: No Strong Opinion
WALS-106531,Higher Ed (18-24),Undergraduate,None (Control),Sensory Sensitivity,Some,Dyslexia-Friendly,11,Default,Standard,Audio,True,True,21.0,0.68,4,3,60.2,2.0,True,Neutral: No Strong Opinion
WALS-100314,School (13-17),Undergraduate,ADHD,Attention & Distraction,Extensive,Dyslexia-Friendly,14,Dark Mode,Simplified,Audio,True,True,13.1,0.61,3,1,49.0,4.0,False,Neutral: No Strong Opinion
WALS-101799,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,20,Default,Simplified,Audio,True,False,8.4,0.63,3,1,76.2,8.0,True,Suggestion: More Audio Content
WALS-100327,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Standard,12,Dark Mode,Distraction-Free,Visual,False,False,29.5,0.32,4,0,88.4,6.0,True,Neutral: No Strong Opinion
WALS-106384,Higher Ed (18-24),Secondary,ADHD,Cognitive Overload,Some,Dyslexia-Friendly,22,Dark Mode,Simplified,Text,False,False,17.9,0.72,2,1,66.5,8.0,True,Neutral: No Strong Opinion
WALS-104204,Adult Learner (25+),Undergraduate,Autism,Cognitive Overload,None,Standard,16,High-Contrast,Simplified,Text,False,False,18.6,0.77,5,2,80.1,7.0,True,Suggestion: More Audio Content
WALS-105447,Adult Learner (25+),Secondary,ADHD,Attention & Distraction,Some,Standard,27,High-Contrast,Distraction-Free,Multimodal,False,True,18.6,0.98,3,1,98.4,3.0,True,Neutral: No Strong Opinion
WALS-103129,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Standard,11,High-Contrast,Standard,Audio,True,True,13.3,0.9,4,2,66.7,5.0,True,Neutral: No Strong Opinion
WALS-108563,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,16,Default,Standard,Visual,True,False,12.5,0.61,1,2,62.4,4.0,False,Suggestion: More Audio Content
WALS-107618,Higher Ed (18-24),Secondary,Autism,Sensory Sensitivity,Extensive,Standard,15,High-Contrast,Simplified,Multimodal,False,True,15.7,0.82,5,1,77.1,7.0,True,Neutral: No Strong Opinion
WALS-103968,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,None,Standard,13,Dark Mode,Simplified,Audio,True,False,23.8,0.85,1,0,97.1,8.0,True,Positive: Ease of Use
WALS-106491,Adult Learner (25+),Secondary,ADHD,Cognitive Overload,Extensive,Standard,16,High-Contrast,Standard,Text,False,False,21.4,0.74,3,0,68.5,3.0,False,Suggestion: Better Font Controls
WALS-106237,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,16,Low-Stimulation Pastel,Standard,Multimodal,True,True,5.9,0.86,2,1,68.5,6.0,True,Suggestion: Better Font Controls
WALS-101973,Higher Ed (18-24),Undergraduate,Autism,Attention & Distraction,None,Standard,13,Low-Stimulation Pastel,Simplified,Text,False,False,23.4,0.69,3,2,69.4,5.0,True,Suggestion: Better Font Controls
WALS-100336,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Standard,11,Default,Standard,Multimodal,False,False,8.2,0.27,2,1,56.5,6.0,False,Suggestion: Better Font Controls
WALS-102764,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Standard,14,Dark Mode,Distraction-Free,Audio,True,True,26.6,0.75,1,1,73.4,10.0,True,Suggestion: More Audio Content
WALS-108419,School (13-17),Secondary,None (Control),Reading Comprehension,Extensive,Dyslexia-Friendly,16,Default,Standard,Multimodal,True,False,7.3,0.98,1,0,89.2,7.0,True,Positive: Ease of Use
WALS-100275,School (13-17),Undergraduate,None (Control),Attention & Distraction,None,Standard,20,Dark Mode,Standard,Audio,False,False,15.9,0.87,4,1,61.6,4.0,True,Neutral: No Strong Opinion
WALS-102985,School (13-17),Undergraduate,Dyscalculia,Cognitive Overload,Extensive,Standard,11,Dark Mode,Distraction-Free,Audio,False,False,21.5,0.79,4,0,70.1,5.0,True,Suggestion: Better Font Controls
WALS-106388,Higher Ed (18-24),Secondary,Dyslexia,Cognitive Overload,None,Dyslexia-Friendly,11,Low-Stimulation Pastel,Distraction-Free,Text,True,True,30.9,0.73,1,1,89.5,3.0,True,Neutral: No Strong Opinion
WALS-110160,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,Extensive,Dyslexia-Friendly,22,Dark Mode,Simplified,Audio,False,False,14.2,0.46,0,1,69.6,8.0,False,Suggestion: More Audio Content
WALS-103477,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Standard,15,Default,Distraction-Free,Multimodal,True,True,14.2,0.86,0,0,77.1,9.0,True,Positive: Helpful Personalization
WALS-105932,Adult Learner (25+),Secondary,ADHD,Attention & Distraction,Some,Standard,11,High-Contrast,Simplified,Audio,False,True,25.6,0.92,2,3,85.5,8.0,True,Suggestion: More Audio Content
WALS-103558,Adult Learner (25+),Undergraduate,ADHD,Attention & Distraction,None,Standard,15,Dark Mode,Distraction-Free,Text,False,True,19.7,0.67,1,0,97.6,10.0,True,Positive: Ease of Use
WALS-102809,Adult Learner (25+),Undergraduate,Multiple,Attention & Distraction,Extensive,Standard,21,Default,Simplified,Multimodal,False,False,13.4,0.91,3,1,63.7,8.0,True,Neutral: No Strong Opinion
WALS-109667,Higher Ed (18-24),Secondary,None (Control),Cognitive Overload,Some,Standard,12,Low-Stimulation Pastel,Distraction-Free,Visual,True,False,17.2,0.4,3,1,87.1,7.0,True,Suggestion: Better Font Controls
WALS-104861,School (13-17),Undergraduate,None (Control),Attention & Distraction,None,Standard,12,High-Contrast,Distraction-Free,Audio,False,False,25.5,0.42,1,2,83.1,8.0,True,Positive: Ease of Use
WALS-107452,School (13-17),Secondary,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,11,High-Contrast,Standard,Audio,True,True,23.4,0.86,1,2,79.9,8.0,True,Positive: Helpful Personalization
WALS-105246,Adult Learner (25+),Undergraduate,Dyslexia,Cognitive Overload,None,Dyslexia-Friendly,16,High-Contrast,Standard,Audio,True,False,24.1,0.8,0,2,68.0,4.0,True,Suggestion: Better Font Controls
WALS-103416,Higher Ed (18-24),Undergraduate,None (Control),Sensory Sensitivity,Some,Standard,16,Dark Mode,Simplified,Visual,True,False,27.1,0.5,2,1,80.7,8.0,True,Neutral: No Strong Opinion
WALS-100307,Adult Learner (25+),Secondary,ADHD,Attention & Distraction,Extensive,Standard,13,Dark Mode,Standard,Text,True,False,23.3,0.25,2,5,94.1,6.0,True,Suggestion: Better Font Controls
WALS-103908,Higher Ed (18-24),Undergraduate,Multiple,Sensory Sensitivity,None,Dyslexia-Friendly,18,Dark Mode,Simplified,Text,False,True,14.3,0.25,2,5,59.2,7.0,True,Neutral: No Strong Opinion
WALS-107972,Higher Ed (18-24),Undergraduate,Multiple,Attention & Distraction,Extensive,Dyslexia-Friendly,18,Dark Mode,Simplified,Text,False,False,17.4,0.8,1,5,55.1,7.0,False,Neutral: No Strong Opinion
WALS-100348,School (13-17),Secondary,Dyslexia,Reading Comprehension,Extensive,Standard,15,Default,Standard,Audio,True,False,29.0,0.84,1,0,66.6,8.0,True,Positive: Ease of Use
WALS-100826,Adult Learner (25+),Undergraduate,None (Control),Attention & Distraction,Extensive,Standard,20,High-Contrast,Standard,Text,False,True,18.1,0.66,3,2,59.0,8.0,False,Suggestion: Better Font Controls
WALS-105296,Higher Ed (18-24),Secondary,Autism,Attention & Distraction,Some,Standard,22,Low-Stimulation Pastel,Simplified,Text,False,True,33.3,0.46,4,3,66.9,4.0,False,Suggestion: Better Font Controls
WALS-110075,School (13-17),Postgraduate,None (Control),Reading Comprehension,Extensive,Standard,14,Default,Standard,Multimodal,True,False,12.0,0.56,3,2,77.7,9.0,True,Positive: Helpful Personalization
WALS-104482,School (13-17),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,19,Low-Stimulation Pastel,Simplified,Audio,False,False,17.9,0.67,5,0,86.7,6.0,True,Suggestion: Better Font Controls
WALS-107442,Higher Ed (18-24),Undergraduate,None (Control),Sensory Sensitivity,Some,Standard,16,Low-Stimulation Pastel,Standard,Multimodal,True,True,15.8,0.53,5,4,67.9,5.0,True,Neutral: No Strong Opinion
WALS-103682,School (13-17),Secondary,ADHD,Cognitive Overload,None,Standard,13,Default,Distraction-Free,Audio,False,False,17.6,0.69,3,0,70.8,5.0,True,Suggestion: More Audio Content
WALS-106647,Adult Learner (25+),Secondary,Dyslexia,Cognitive Overload,Extensive,Dyslexia-Friendly,14,Low-Stimulation Pastel,Simplified,Visual,False,True,8.4,0.76,1,1,79.0,6.0,True,Positive: Helpful Personalization
WALS-108887,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,16,Dark Mode,Distraction-Free,Text,True,False,21.9,0.83,1,1,63.6,6.0,True,Positive: Helpful Personalization
WALS-102053,Higher Ed (18-24),Secondary,Dyscalculia,Reading Comprehension,Some,Standard,16,Default,Standard,Audio,True,False,21.5,0.84,2,1,81.5,7.0,True,Suggestion: More Audio Content
WALS-100071,Adult Learner (25+),Undergraduate,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,11,Low-Stimulation Pastel,Simplified,Audio,False,False,15.4,0.64,2,2,86.3,7.0,True,Suggestion: More Audio Content
WALS-106231,School (13-17),Postgraduate,Dyscalculia,Reading Comprehension,None,Standard,14,Low-Stimulation Pastel,Simplified,Audio,True,False,8.3,0.5,0,0,60.6,9.0,False,Positive: Helpful Personalization
WALS-107921,School (13-17),Undergraduate,Autism,Cognitive Overload,None,Standard,18,Low-Stimulation Pastel,Distraction-Free,Text,False,False,24.3,0.93,1,1,57.4,6.0,False,Suggestion: More Audio Content
WALS-109378,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,Extensive,Standard,16,Dark Mode,Distraction-Free,Visual,True,False,20.1,0.79,2,1,81.4,5.0,True,Suggestion: More Audio Content
WALS-108665,Adult Learner (25+),Secondary,Dyscalculia,Reading Comprehension,Some,Dyslexia-Friendly,16,Default,Simplified,Multimodal,False,False,20.1,0.64,3,1,63.1,9.0,False,Suggestion: More Audio Content
WALS-105356,Higher Ed (18-24),Undergraduate,Dyscalculia,Cognitive Overload,None,Standard,19,High-Contrast,Distraction-Free,Audio,True,False,20.0,0.4,3,0,77.9,3.0,False,Neutral: No Strong Opinion
WALS-101666,Higher Ed (18-24),Undergraduate,Dyslexia,Cognitive Overload,None,Dyslexia-Friendly,16,High-Contrast,Distraction-Free,Multimodal,False,False,12.9,0.9,0,0,85.0,9.0,True,Positive: Helpful Personalization
WALS-105570,Adult Learner (25+),Postgraduate,Dyslexia,Cognitive Overload,Some,Standard,15,Default,Distraction-Free,Text,False,False,23.8,0.9,1,0,92.1,5.0,True,Positive: Helpful Personalization
WALS-107787,Higher Ed (18-24),Undergraduate,Dyscalculia,Reading Comprehension,Extensive,Standard,19,High-Contrast,Distraction-Free,Audio,True,True,11.4,0.87,0,0,60.9,8.0,False,Positive: Helpful Personalization
WALS-107323,School (13-17),Undergraduate,Multiple,Sensory Sensitivity,None,Dyslexia-Friendly,17,Dark Mode,Standard,Visual,True,False,28.0,0.47,2,4,76.7,5.0,True,Suggestion: Better Font Controls
WALS-106075,Higher Ed (18-24),Undergraduate,Multiple,Cognitive Overload,Extensive,Dyslexia-Friendly,15,Default,Simplified,Visual,True,False,16.0,0.9,2,3,82.1,5.0,True,Suggestion: Better Font Controls
WALS-101445,Adult Learner (25+),Secondary,Multiple,Reading Comprehension,Some,Dyslexia-Friendly,15,Dark Mode,Distraction-Free,Audio,True,False,15.4,0.64,1,2,54.7,9.0,False,Suggestion: More Audio Content
WALS-105920,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,11,Default,Simplified,Audio,True,True,18.0,0.67,0,3,75.2,7.0,True,Positive: Helpful Personalization
WALS-106360,Higher Ed (18-24),Postgraduate,Dyslexia,Reading Comprehension,None,Standard,16,Dark Mode,Standard,Multimodal,True,False,18.8,0.72,2,0,58.7,5.0,False,Positive: Ease of Use
WALS-101695,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,None,Standard,15,Dark Mode,Distraction-Free,Audio,True,True,17.7,0.31,1,0,83.1,8.0,False,Suggestion: More Audio Content
WALS-102892,Adult Learner (25+),Undergraduate,Dyslexia,Cognitive Overload,Some,Standard,16,Dark Mode,Standard,Multimodal,False,False,14.9,0.76,3,0,87.2,7.0,True,Suggestion: More Audio Content
WALS-105904-R,School (13-17),Undergraduate,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,17,Dark Mode,Distraction-Free,Visual,False,True,3.2,0.68,2,1,100.0,7.0,True,Positive: Helpful Personalization
WALS-101574,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,Some,Standard,18,Low-Stimulation Pastel,Simplified,Multimodal,True,False,23.3,0.51,0,0,85.7,10.0,True,Suggestion: More Audio Content
WALS-103203,Higher Ed (18-24),Postgraduate,Autism,Attention & Distraction,None,Dyslexia-Friendly,19,Default,Distraction-Free,Audio,True,False,11.9,0.58,1,2,59.6,2.0,True,Neutral: No Strong Opinion
WALS-104405,Higher Ed (18-24),Secondary,Multiple,Cognitive Overload,Extensive,Dyslexia-Friendly,16,Low-Stimulation Pastel,Standard,Visual,False,True,26.2,0.87,3,2,64.2,8.0,False,Neutral: No Strong Opinion
WALS-101630,Higher Ed (18-24),Undergraduate,Autism,Cognitive Overload,Some,Standard,14,Low-Stimulation Pastel,Distraction-Free,Multimodal,False,True,13.4,0.87,2,3,66.7,6.0,False,Neutral: No Strong Opinion
WALS-109044,Higher Ed (18-24),Undergraduate,ADHD,Cognitive Overload,Some,Standard,18,Default,Distraction-Free,Visual,False,True,27.6,0.73,3,1,79.5,4.0,True,Suggestion: More Audio Content
WALS-101881,School (13-17),Postgraduate,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,11,Low-Stimulation Pastel,Distraction-Free,Multimodal,True,True,24.0,0.39,1,0,72.4,8.0,True,Positive: Helpful Personalization
WALS-105112,Adult Learner (25+),Undergraduate,Multiple,Reading Comprehension,Some,Standard,18,High-Contrast,Standard,Text,True,False,11.7,0.76,1,2,97.1,4.0,True,Positive: Helpful Personalization
WALS-105708,Higher Ed (18-24),Undergraduate,Multiple,Reading Comprehension,Extensive,Dyslexia-Friendly,13,Dark Mode,Simplified,Multimodal,True,False,32.4,0.51,4,0,67.6,7.0,True,Suggestion: More Audio Content
WALS-105074,Adult Learner (25+),Undergraduate,None (Control),Attention & Distraction,Some,Standard,13,Low-Stimulation Pastel,Standard,Visual,False,True,12.5,0.57,1,2,74.1,9.0,True,Suggestion: More Audio Content
WALS-106953,Higher Ed (18-24),Postgraduate,Dyslexia,Reading Comprehension,Some,Standard,14,Low-Stimulation Pastel,Distraction-Free,Multimodal,True,False,19.1,0.94,0,2,76.2,7.0,True,Positive: Ease of Use
WALS-109758,Higher Ed (18-24),Secondary,ADHD,Attention & Distraction,None,Dyslexia-Friendly,19,Default,Standard,Multimodal,True,True,29.0,0.89,1,2,88.3,8.0,True,Suggestion: More Audio Content
WALS-106321,Higher Ed (18-24),Postgraduate,ADHD,Cognitive Overload,Some,Standard,16,High-Contrast,Simplified,Audio,False,False,16.9,0.58,5,2,71.7,7.0,True,Suggestion: Better Font Controls
WALS-100848,Higher Ed (18-24),Secondary,Dyslexia,Reading Comprehension,Extensive,Dyslexia-Friendly,11,Default,Simplified,Audio,True,False,24.9,0.39,2,0,65.8,9.0,False,Suggestion: Better Font Controls
WALS-106779,School (13-17),Undergraduate,Dyslexia,Reading Comprehension,Some,Standard,18,Low-Stimulation Pastel,Standard,Text,False,False,4.0,0.65,1,0,76.4,5.0,True,Suggestion: More Audio Content
WALS-106995,Adult Learner (25+),Postgraduate,Autism,Sensory Sensitivity,None,Dyslexia-Friendly,14,Default,Standard,Text,False,True,5.4,0.57,2,3,56.7,6.0,True,Suggestion: Better Font Controls
WALS-106639,Higher Ed (18-24),Postgraduate,ADHD,Cognitive Overload,,Standard,17,High-Contrast,Simplified,Visual,False,True,27.7,0.67,3,0,65.1,,False,
WALS-102877,School (13-17),Undergraduate,Multiple,Attention & Distraction,Extensive,Dyslexia-Friendly,12,Low-Stimulation Pastel,Distraction-Free,Text,False,True,13.5,0.47,1,1,60.1,8.0,True,Neutral: No Strong Opinion
WALS-100186,Adult Learner (25+),Secondary,Autism,Attention & Distraction,None,Standard,16,Low-Stimulation Pastel,Standard,Visual,False,False,20.9,0.66,4,2,53.1,4.0,False,Suggestion: Better Font Controls
WALS-103779,School (13-17),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,18,Low-Stimulation Pastel,Simplified,Multimodal,False,False,18.0,0.68,0,0,78.6,8.0,True,Neutral: No Strong Opinion
WALS-101830,Higher Ed (18-24),Secondary,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,19,Low-Stimulation Pastel,Distraction-Free,Text,True,False,5.1,0.81,1,1,97.0,5.0,True,Positive: Ease of Use
WALS-108756,Adult Learner (25+),Secondary,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,17,Default,Simplified,Visual,False,True,14.8,0.66,2,2,51.2,6.0,True,Suggestion: Better Font Controls
WALS-102959,Higher Ed (18-24),Undergraduate,Dyslexia,Reading Comprehension,Some,Dyslexia-Friendly,15,Default,Simplified,Multimodal,True,True,18.1,0.79,2,2,68.1,9.0,True,Neutral: No Strong Opinion
WALS-109803,Higher Ed (18-24),Undergraduate,Multiple,Attention & Distraction,Some,Dyslexia-Friendly,16,High-Contrast,Simplified,Audio,True,False,25.1,0.75,3,1,69.8,4.0,True,Neutral: No Strong Opinion
WALS-110493,Higher Ed (18-24),Undergraduate,ADHD,Attention & Distraction,Some,Dyslexia-Friendly,20,Dark Mode,Simplified,Audio,False,True,13.9,0.73,3,0,45.3,9.0,False,Suggestion: More Audio Content
WALS-105446,School (13-17),Secondary,Autism,Cognitive Overload,Extensive,Dyslexia-Friendly,14,Default,Distraction-Free,Audio,False,False,20.5,0.71,3,2,77.6,5.0,True,Neutral: No Strong Opinion
WALS-101234,Higher Ed (18-24),Undergraduate,Autism,Sensory Sensitivity,None,Dyslexia-Friendly,17,Default,Standard,Text,False,True,20.6,0.48,4,0,69.7,3.0,True,Suggestion: Better Font Controls
WALS-106750,Higher Ed (18-24),Postgraduate,ADHD,Attention & Distraction,Extensive,Standard,16,High-Contrast,Distraction-Free,Audio,True,True,18.5,0.64,2,2,63.0,8.0,True,Suggestion: Better Font Controls
WALS-103915,Higher Ed (18-24),Secondary,None (Control),Sensory Sensitivity,None,Standard,14,High-Contrast,Distraction-Free,Visual,False,False,22.4,0.75,1,0,75.0,6.0,True,Suggestion: Better Font Controls
